m,r,d,H_div_mr_norm_0_mean,H_div_AMP_norm_0_mean,H_div_AMP_norm_1_mean,H_rank_ratio_mean,time_mean
60,15,100,0.9782857142857143,0.4521152976932705,0.8801031034810485,3.9066666666666663,7.902155860000001
80,20,100,0.9777857142857144,0.4524143004949458,0.8875883349477529,3.91,15.91438604
100,25,100,0.972617142857143,0.4538191148161868,0.8883828605254079,3.9200000000000004,190.68479051999998
120,30,100,0.9768571428571429,0.45429417423198537,0.8877693118877324,3.9333333333333327,200.2850874
140,35,100,0.974530612244898,0.4515335389630038,0.8792102023145235,3.9200000000000004,291.00104672000003
160,40,100,0.9714821428571427,0.45294985315050373,0.883623845707799,3.9300000000000006,322.74343206000003
180,45,100,0.9734462081128747,0.4564545555262079,0.8824114197624301,3.924444444444444,426.30068525999997
200,50,100,0.9756914285714287,0.4569044781311421,0.8812116595144219,3.944,464.61768
220,55,100,0.9753293978748525,0.45820814722380787,0.8862209050339886,3.9418181818181823,564.9612609799999
240,60,100,0.9710714285714286,0.45594522655631897,0.8860613209714995,3.943333333333334,602.5403639599999
260,65,100,0.9722062552831783,0.45525437527389745,0.882966289220534,3.950769230769231,685.91918406
280,70,100,0.9705714285714286,0.45632271655937684,0.8824243070185789,3.94,868.59116512
300,75,100,0.9731555555555556,0.4581074267709103,0.8849177846404863,3.949333333333333,920.6191259999999
320,80,100,0.9771651785714287,0.4614621831435697,0.8843199065204523,3.9550000000000005,1038.77792028
